PMID23223431Line147|88 92|GATA2 
PMID23619563Line8|88 92|SRSF2 
PMID23619563Line8|94 97|EZH2 
PMID23619563Line8|99 102|TET2 
PMID23619563Line8|104 109|DNMT3A 
PMID23619563Line8|111 113|CBL 
PMID23619563Line8|115 118|IDH1 
PMID23619563Line8|120 123|IDH2 
PMID23619563Line8|125 127|MPL 
PMID23619563Line8|131 134|JAK2 
PMID23223431Line115|110 114|GATA2 
PMID22878824Line114|38 41|IDH1 
PMID22878824Line114|45 48|IDH2 
PMID22878824Line114|125 130|DNMT3A 
PMID21339759Line9|11 14|NPM1 
PMID21605981Line211|17 21|GATA2 
PMID21605981Line252|18 22|GATA2 
PMID22898539Line131|0 3|TET1 
PMID21605981Line218|21 25|GATA2 
PMID19282830Line120|78 82|RUNX1 
PMID22035746Line22|95 97|BCR 
PMID22035746Line22|99 102|ABL1 
PMID24986690Line143|49 52|CALR 
PMID23054646Line49|11 15|SF3B1 
PMID22898539Line196|54 57|EZH2 
PMID22898539Line196|68 71|Y641 
PMID22898539Line212|69 72|EZH2 
PMID22898539Line212|152 155|EZH2 
PMID23978506Line94|72 75|JAK2 
PMID23896413Line91|0 4|CSF3R 
PMID23896413Line91|8 13|SETBP1 
PMID23896413Line68|73 77|CSF3R 
PMID23978506Line42|56 60|ezrin 
PMID23978506Line42|62 75|radixin, moesin 
PMID23978506Line42|77 80|FERM 
PMID10706759Line63|45 48|PTEN 
PMID10706759Line63|50 54|MMAC1 
PMID10706759Line63|145 148|PTEN 
PMID10706759Line63|150 154|MMAC1 
PMID22210327Line54|36 41|BCORL1 
PMID22210327Line54|119 122|BCOR 
PMID22210327Line54|126 131|BCORL1 
PMID22210327Line54|201 205|MLLT3 
PMID22210327Line54|243 245|MLL 
PMID22323480Line29|52 55|TET2 
PMID22323480Line29|57 59|CBL 
PMID22323480Line29|61 64|EZH2 
PMID22898539Line294|101 105|ASXL1 
PMID22898539Line294|220 225|DNMT3A 
PMID22898539Line294|227 248|DNA methyltransferase 3A 
PMID22898539Line294|250 253|EZH2 
PMID22898539Line294|409 411|KIT 
PMID22898539Line294|442 444|MLL 
PMID22898539Line294|606 609|TET2 
PMID23223431Line211|78 82|GATA2 
PMID24986690Line139|106 117|calreticulin 
PMID19282830Line147|114 118|RUNX1 
PMID25006131Line150|81 85|STAG2 
PMID24986690Line89|13 16|JAK2 
PMID24986690Line89|18 21|CALR 
PMID24986690Line89|26 28|MPL 
PMID22210327Line29|21 24|BCOR 
PMID22210327Line29|73 76|BCOR 
PMID25465125Line237|37 41|U2AF1 
PMID25465125Line102|36 39|EZH2 
PMID25465125Line102|41 65|enhancer of zeste homologue 2 
PMID23223431Line158|81 85|GATA2 
PMID23896413Line55|8 12|CSF3R 
PMID23896413Line55|111 115|CSF3R 
PMID23896413Line88|3 8|SETBP1 
PMID23896413Line88|66 71|SETBP1 
PMID23896413Line88|75 77|SET 
PMID23896413Line88|100 103|PP2A 
PMID19282830Line86|157 160|NRAS 
PMID25006131Line134|39 43|RAD21 
PMID25006131Line134|47 51|RUNX1 
PMID23619563Line117|246 249|CD34 
PMID20601954Line26|0 3|EZH2 
PMID22898539Line92|65 70|DNMT3A 
PMID22898539Line92|99 104|DNMT3A 
PMID23978506Line18|20 23|JAK2 
PMID23978506Line18|27 29|MPL 
PMID22898539Line247|0 3|JAK2 
PMID23978506Line27|145 148|JAK2 
PMID23978506Line27|152 154|MPL 
PMID21605981Line188|68 72|GATA2 
PMID21605981Line188|115 119|GATA2 
PMID21605981Line319|11 15|GATA2 
PMID20601954Line22|91 94|CUL1 
PMID20601954Line22|98 101|EZH2 
PMID20601954Line22|123 126|CUL1 
PMID23978506Line49|15 18|JAK2 
PMID23978506Line49|195 198|JAK2 
PMID25465125Line32|0 3|TET2 
PMID22210327Line44|7 10|BCOR 
PMID22210327Line44|15 20|BCORL1 
PMID22210327Line44|201 204|BCOR 
PMID22210327Line44|208 213|BCORL1 
PMID23223431Line116|196 200|ELANE 
PMID23223431Line116|202 206|CXCR4 
PMID23223431Line116|208 211|SBDS 
PMID23223431Line116|216 220|G6PC3 
PMID24986690Line164|141 144|JAK2 
PMID24986690Line164|204 207|CALR 
PMID24986690Line164|371 374|JAK2 
PMID24986690Line164|394 397|CALR 
PMID23531518Line44|3 8|U2AF35 
PMID22898539Line177|147 151|EGLN1 
PMID23054646Line21|149 153|SF3B1 
PMID23054646Line21|155 160|U2AF35 
PMID23054646Line21|162 166|SRSF2 
PMID23054646Line21|168 172|ZRSR2 
PMID23054646Line21|174 178|SF3A1 
PMID22898539Line146|27 30|TET2 
PMID24986690Line149|103 106|CALR 
PMID24986690Line149|115 118|JAK2 
PMID24986690Line149|120 122|MPL 
PMID24986690Line67|116 119|JAK2 
PMID24986690Line67|121 124|CALR 
PMID24986690Line67|129 131|MPL 
PMID22323480Line129|12 16|U2AF1 
PMID22323480Line129|72 75|TET2 
PMID22323480Line129|146 149|TET2 
PMID21714648Line18|11 14|TP53 
PMID21714648Line18|16 19|EZH2 
PMID21714648Line18|21 24|ETV6 
PMID21714648Line18|26 30|RUNX1 
PMID21714648Line18|35 39|ASXL1 
PMID25465125Line48|23 26|TET2 
PMID21605981Line184|20 24|GATA2 
PMID21605981Line242|0 3|PU.1 
PMID21605981Line40|11 15|GATA1 
PMID21605981Line40|54 56|IL4 
PMID21605981Line40|58 60|IL5 
PMID21605981Line40|82 86|GATA3 
PMID21605981Line33|0 4|GATA1 
PMID21605981Line33|45 49|GATA2 
PMID21605981Line33|145 149|GATA3 
PMID22898539Line289|11 14|IDH1 
PMID22898539Line289|18 21|IDH2 
PMID22878824Line106|26 29|FLT3 
PMID22878824Line106|177 180|FLT3 
PMID23978506Line235|63 66|JAK2 
PMID23223431Line117|24 28|GATA2 
PMID23223431Line117|109 113|GATA2 
PMID25465125Line62|0 3|IDH1 
PMID21605981Line175|35 39|GATA2 
PMID25465125Line189|25 29|C-CBL 
PMID19282830Line24|45 76|Runt-related transcription factor 1 
PMID19282830Line24|78 82|RUNX1 
PMID19282830Line146|12 16|RUNX1 
PMID19282830Line7|10 14|RUNX1 
PMID22898539Line155|11 14|IDH1 
PMID22898539Line155|105 108|IDH1 
PMID19282830Line138|73 77|RUNX1 
PMID19282830Line138|97 101|RUNX1 
PMID21605981Line67|72 76|GATA1 
PMID19282830Line30|77 81|RUNX1 
PMID19282830Line30|118 122|RUNX1 
PMID22878824Line155|77 80|NPM1 
PMID22878824Line155|83 87|CEBPA 
PMID22878824Line155|96 99|FLT3 
PMID25465125Line71|46 49|TET2 
PMID21605981Line43|21 25|Gata1 
PMID21605981Line43|152 156|Gata1 
PMID21605981Line65|56 59|FOG1 
PMID21605981Line65|108 110|Sp1 
PMID21605981Line65|112 115|EKLF 
PMID21605981Line65|119 123|GATA1 
PMID22878824Line111|11 15|CEBPA 
PMID22878824Line111|149 151|CBF 
PMID22878824Line111|239 243|CEBPA 
PMID20601954Line49|94 97|EZH2 
PMID22898539Line87|109 118|DNMT3AR882 
PMID22898539Line87|187 192|DNMT3A 
PMID21605981Line196|28 33|NOTCH1 
PMID21605981Line196|40 43|BMP4 
PMID21605981Line196|70 74|GATA2 
PMID21605981Line196|78 81|FLI1 
PMID21605981Line196|143 145|SCL 
PMID23054646Line42|38 42|SF3B1 
PMID23531518Line43|14 19|U2AF35 
PMID22898539Line188|40 43|EZH1 
PMID22898539Line188|46 49|EZH2 
PMID22898539Line188|85 112|suppressor of zeste 12 homologue 
PMID22898539Line188|114 118|SUZ12 
PMID22898539Line188|141 145|RBBP4 
PMID22878824Line156|52 55|NPM1 
PMID22878824Line156|59 62|FLT3 
PMID22878824Line156|85 88|NPM1 
PMID22878824Line156|99 102|FLT3 
PMID22878824Line156|114 117|NPM1 
PMID22878824Line156|121 124|FLT3 
PMID22323480Line110|11 15|U2AF1 
PMID22323480Line110|81 85|SRSF2 
PMID21714648Line94|11 14|TET2 
PMID21714648Line94|123 126|TP53 
PMID23619563Line67|139 142|EZH2 
PMID23619563Line67|209 213|ASXL1 
PMID23619563Line67|350 354|SRSF2 
PMID23896413Line97|28 32|CSF3R 
PMID21605981Line2|12 16|GATA2 
PMID21605981Line61|58 62|GATA1 
PMID21605981Line61|104 108|GATA2 
PMID24986690Line64|16 19|CALR 
PMID21605981Line123|48 52|GATA1 
PMID21605981Line123|68 71|FOG1 
PMID21605981Line171|32 36|GATA1 
PMID21605981Line282|59 63|GATA2 
PMID21605981Line282|99 103|GATA2 
PMID21605981Line282|122 125|PU.1 
PMID22878824Line137|48 51|NPM1 
PMID22878824Line137|64 67|FLT3 
PMID20601954Line2|49 52|EZH2 
PMID23978506Line267|33 36|JAK2 
PMID23978506Line267|286 290|ezrin 
PMID23978506Line267|292 311|radixin, moesin domain 
PMID23978506Line267|313 315|JH1 
PMID19282830Line112|19 23|RUNX1 
PMID21339759Line37|39 42|EZH2 
PMID24986690Line138|37 40|STAT 
PMID24986690Line138|42 96|Janus kinase-signal transducer and activator of transcription 
PMID21339759Line50|27 30|EZH2 
PMID23223431Line66|0 4|GATA2 
PMID21605981Line192|52 56|GATA2 
PMID21605981Line192|58 63|NOTCH1 
PMID22898539Line231|11 15|ASXL1 
PMID22323480Line196|166 170|U2AF1 
PMID22323480Line196|172 176|SF3B1 
PMID22323480Line196|181 185|SRSF2 
PMID22323480Line196|261 265|SF3B1 
PMID22323480Line196|319 323|SF3B1 
PMID22323480Line196|388 392|U2AF1 
PMID22323480Line196|452 456|SRSF2 
PMID22323480Line196|503 507|SF3B1 
PMID22323480Line196|637 641|U2AF1 
PMID22323480Line196|684 688|SF3B1 
PMID22323480Line196|749 753|SF3B1 
PMID22323480Line196|782 786|SRSF2 
PMID22323480Line196|857 861|U2AF1 
PMID22323480Line196|879 883|SF3B1 
PMID22323480Line196|951 955|SRSF2 
PMID25465125Line38|0 3|TET2 
PMID22898539Line201|70 73|EZH2 
PMID22210327Line18|3 6|BCOR 
PMID22210327Line18|33 36|BCL6 
PMID24986690Line29|39 50|calreticulin 
PMID24986690Line29|160 163|CALR 
PMID24986690Line29|205 208|JAK2 
PMID24986690Line29|220 222|MPL 
PMID10706759Line20|23 26|PTEN 
PMID10706759Line20|28 32|MMAC1 
PMID23619563Line65|19 23|ASXL1 
PMID23619563Line65|25 29|SRSF2 
PMID23619563Line65|33 36|EZH2 
PMID22898539Line213|44 47|EZH2 
PMID23978506Line60|25 27|MPL 
PMID23978506Line60|47 50|JAK2 
PMID23978506Line60|71 73|MPL 
PMID19282830Line70|0 4|RUNX1 
PMID22323480Line169|0 4|U2AF1 
PMID22323480Line169|8 12|SRSF2 
PMID22323480Line169|61 65|RUNX1 
PMID22035746Line41|74 77|STAT 
PMID22898539Line244|61 72|janus kinase 2 
PMID22898539Line244|74 77|JAK2 
PMID21605981Line50|48 52|GATA2 
PMID22323480Line130|40 44|RUNX1 
PMID23619563Line100|139 143|SRSF2 
PMID23619563Line100|147 150|IDH1 
PMID21605981Line307|9 13|GATA2 
PMID22323480Line104|22 26|U2AF1 
PMID23619563Line74|77 80|EZH2 
PMID23619563Line74|92 96|ASXL1 
PMID23619563Line74|110 114|SRSF2 
PMID25465125Line147|0 5|SETBP1 
PMID24335498Line6|82 86|STAG1 
PMID24335498Line6|88 92|STAG2 
PMID24335498Line6|94 98|SMC1A 
PMID24335498Line6|100 103|SMC3 
PMID24335498Line6|108 112|RAD21 
PMID23531518Line75|0 4|ASXL1 
PMID23531518Line75|163 168|U2AF35 
PMID21605981Line266|54 56|SCL 
PMID21605981Line266|58 61|TAL1 
PMID22323480Line14|0 4|SF3B1 
PMID22323480Line14|58 62|U2AF1 
PMID22323480Line14|66 70|SRSF2 
PMID21605981Line18|54 58|RUNX1 
PMID21605981Line18|60 63|AML1 
PMID21605981Line18|67 72|C/EBPA 
PMID21605981Line18|149 153|GATA1 
PMID22210327Line2|15 18|BCOR 
PMID22210327Line2|22 27|BCORL1 
PMID24335498Line87|0 4|STAG2 
PMID24335498Line87|8 12|SMC1A 
PMID23978506Line8|152 155|JAK2 
PMID23978506Line8|159 161|MPL 
PMID21605981Line233|13 17|Gata1 
PMID21605981Line233|88 92|Gata2 
PMID21605981Line233|123 127|GATA1 
PMID21605981Line233|153 157|GATA2 
PMID23978506Line156|0 3|JAK2 
PMID25465125Line231|0 4|U2AF1 
PMID25465125Line231|6 11|U2AF35 
PMID24986690Line82|20 23|JAK2 
PMID24986690Line82|34 37|CALR 
PMID23531518Line117|26 30|ASXL1 
PMID23531518Line117|34 37|EZH2 
PMID25465125Line49|111 114|TET2 
PMID25465125Line49|143 146|TET2 
PMID23896413Line73|51 80|suppressor of cytokine signaling 3 
PMID23896413Line73|107 111|CSF3R 
PMID23978506Line59|3 5|MPL 
PMID23978506Line59|47 68|thrombopoietin receptor 
PMID23978506Line59|82 95|thrombopoietin 
PMID25465125Line212|0 4|SF3B1 
PMID25465125Line212|28 32|snRNP 
PMID23978506Line199|98 101|JAK2 
PMID23978506Line199|152 154|MPL 
PMID24335498Line41|90 94|CEBPA 
PMID24335498Line41|96 98|MLL 
PMID24335498Line41|104 106|WT1 
PMID24335498Line41|111 113|WT1 
PMID24335498Line41|125 128|NRAS 
PMID24335498Line41|151 155|BAALC 
PMID24335498Line41|157 159|ERG 
PMID24335498Line41|161 164|EVI1 
PMID24335498Line41|166 168|MN1 
PMID24335498Line41|170 173|MLL5 
PMID24335498Line41|178 180|WT1 
PMID24335498Line41|257 261|BAALC 
PMID24335498Line41|263 265|ERG 
PMID24335498Line41|267 270|MLL5 
PMID24335498Line41|282 284|MN1 
PMID24335498Line41|286 288|WT1 
PMID24335498Line41|312 315|EVI1 
PMID23223431Line24|12 16|RUNX1 
PMID23223431Line24|20 24|CEBPA 
PMID23223431Line24|54 57|TERC 
PMID24986690Line98|22 25|JAK2 
PMID24986690Line98|27 30|CALR 
PMID24986690Line98|35 37|MPL 
PMID23531518Line120|25 29|ASXL1 
PMID20601954Line45|30 33|EZH2 
PMID20601954Line45|44 47|TET2 
PMID23531518Line126|76 80|SF3B1 
PMID23531518Line126|82 86|SRSF2 
PMID23531518Line126|90 95|U2AF35 
PMID24986690Line70|84 87|CALR 
PMID24986690Line70|105 108|JAK2 
PMID21605981Line183|29 33|GATA2 
PMID23896413Line59|108 112|CSF3R 
PMID23896413Line102|85 89|CSF3R 
PMID23978506Line191|28 31|JAK2 
PMID21605981Line140|0 4|GATA1 
PMID21605981Line140|8 10|SCL 
PMID21605981Line140|12 14|E2A 
PMID21605981Line140|63 66|LMO2 
PMID22878824Line112|59 63|CEBPA 
PMID22878824Line112|107 111|CEBPA 
PMID22878824Line112|219 223|CEBPA 
PMID22878824Line112|241 245|CEBPA 
PMID21605981Line66|29 33|GATA1 
PMID21605981Line66|59 62|FOG1 
PMID25465125Line30|0 27|Tet methylcytosine dioxygease 2 
PMID25465125Line30|29 32|TET2 
PMID21605981Line308|22 26|GATA2 
PMID22375971Line103|201 214|erythropoietin 
PMID19282830Line91|175 179|RUNX1 
PMID22898539Line264|27 39|PLZF-RARalpha 
PMID22898539Line264|83 95|PLZF-RARalpha 
PMID22898539Line264|113 116|PRC1 
PMID22898539Line264|144 147|BMI1 
PMID23978506Line88|28 31|JAK2 
PMID23978506Line88|35 37|MPL 
PMID23054646Line37|22 26|ZRSR2 
PMID21339759Line31|24 28|ASXL1 
PMID23223431Line207|32 36|GATA2 
PMID25465125Line120|0 4|RUNX1 
PMID22035746Line57|6 9|JAK2 
PMID19282830Line79|63 65|RHD 
PMID22323480Line126|55 59|U2AF1 
PMID22323480Line126|66 70|SRSF2 
PMID22323480Line126|77 81|SF3B1 
PMID22323480Line126|91 96|U2AF26 
PMID23223431Line9|72 76|GATA2 
PMID25006131Line86|5 8|SMC3 
PMID25465125Line174|13 16|TP53 
PMID25465125Line191|49 53|C-CBL 
PMID25465125Line191|65 69|c-CBL 
PMID25465125Line191|162 167|FLT3LG 
PMID25465125Line191|169 172|FLT3 
PMID25465125Line191|181 194|thrombopoietin 
PMID21605981Line115|0 3|FOG1 
PMID23619563Line69|16 20|ASXL1 
PMID23619563Line69|147 151|SRSF2 
PMID23619563Line69|216 219|EZH2 
PMID22898539Line197|46 49|EZH2 
PMID21605981Line246|29 33|GATA1 
PMID21605981Line246|37 40|PU.1 
PMID23223431Line227|635 639|GATA2 
PMID23223431Line227|730 734|GATA2 
PMID22210327Line16|15 18|BCOR 
PMID22210327Line16|22 27|BCORL1 
PMID24986690Line122|109 112|JAK2 
PMID24986690Line122|116 118|MPL 
PMID25465125Line136|57 60|ETV6 
PMID23531518Line79|65 69|ASXL1 
PMID25006131Line61|25 29|STAG2 
PMID22898539Line12|11 34|isocitrate dehydrogenase 1 
PMID22898539Line12|36 39|IDH1 
PMID22898539Line12|42 45|IDH2 
PMID22898539Line12|48 76|tet methylcytosine dioxygenase 2 
PMID22898539Line12|78 81|TET2 
PMID23223431Line67|0 4|GATA2 
PMID10706759Line97|85 88|PTEN 
PMID10706759Line97|90 94|MMAC1 
PMID21605981Line168|15 19|GATA2 
PMID20601954Line58|36 39|EZH2 
PMID21605981Line126|18 22|GATA1 
PMID22898539Line75|0 5|DNMT3A 
PMID23054646Line20|122 126|SF3B1 
PMID23054646Line20|217 221|SF3B1 
PMID21605981Line45|3 7|Gata3 
PMID22898539Line60|26 51|methylcytosine dioxygenase 2 
PMID22898539Line60|53 56|TET2 
PMID22898539Line60|59 82|isocitrate dehydrogenase 1 
PMID22898539Line60|84 87|IDH1 
PMID22898539Line60|90 93|IDH2 
PMID22898539Line60|95 118|additional sex combs-like 1 
PMID22898539Line60|120 124|ASXL1 
PMID22898539Line60|137 151|zeste homologue 2 
PMID22898539Line60|153 156|EZH2 
PMID22898539Line60|161 182|DNA methyltransferase 3A 
PMID22898539Line60|184 189|DNMT3A 
PMID21605981Line117|31 34|FOG1 
PMID22898539Line218|46 49|PRC1 
PMID22898539Line157|26 29|IDH1 
PMID22898539Line157|81 84|IDH2 
PMID21605981Line174|31 35|GATA2 
PMID21605981Line174|130 134|GATA2 
PMID21605981Line129|27 29|CBP 
PMID21605981Line129|92 96|GATA1 
PMID22323480Line103|24 28|SRSF2 
PMID10706759Line73|29 35|D10S541 
PMID23896413Line87|109 114|SETBP1 
PMID22878824Line145|47 52|DNMT3A 
PMID22035746Line35|0 3|JAK2 
PMID21605981Line309|26 30|GATA2 
PMID21605981Line176|29 33|GATA2 
PMID23223431Line152|25 29|GATA2 
PMID25465125Line60|31 36|DNMT3A 
PMID22898539Line120|20 23|TET2 
PMID22898539Line120|95 98|TET2 
PMID22323480Line100|51 55|U2AF1 
PMID22323480Line100|57 61|SF3B1 
PMID22323480Line100|66 70|SRSF2 
PMID25006131Line160|24 28|ASXL1 
PMID21605981Line186|41 45|GATA2 
PMID24335498Line155|122 125|NPM1 
PMID24986690Line94|39 42|CALR 
PMID24986690Line94|95 98|JAK2 
PMID22210327Line28|0 3|BCOR 
PMID22035746Line68|58 60|BCR 
PMID22035746Line68|62 65|ABL1 
PMID23531518Line123|0 4|ASXL1 
PMID20601954Line24|50 53|EZH2 
PMID21605981Line159|0 4|GATA2 
PMID25006131Line114|43 47|STAG2 
PMID25006131Line114|51 54|SMC3 
PMID25006131Line114|87 91|RAD21 
PMID22323480Line183|106 110|SF3B1 
PMID22323480Line183|114 119|DNMT3A 
PMID22323480Line183|158 162|RUNX1 
PMID22323480Line183|182 186|SRSF2 
PMID22878824Line129|49 52|IDH2 
PMID22878824Line129|109 112|IDH2 
PMID19282830Line22|18 21|FLT3 
PMID19282830Line22|25 28|NRAS 
PMID10706759Line105|79 82|PTEN 
PMID10706759Line105|84 88|MMAC1 
PMID22878824Line304|129 131|KIT 
PMID21605981Line72|0 4|GATA2 
PMID21605981Line72|18 21|FOG1 
PMID21605981Line72|48 51|PU.1 
PMID21605981Line72|123 126|PLZF 
PMID21605981Line72|128 133|PPARy2 
PMID21605981Line75|83 87|GATA2 
PMID21605981Line75|125 130|C/EBPA 
PMID19282830Line84|22 25|FLT3 
PMID19282830Line84|76 80|RUNX1 
PMID19282830Line84|112 115|FLT3 
PMID19282830Line84|148 151|NRAS 
PMID19282830Line84|171 174|KRAS 
PMID21605981Line234|32 36|Gata2 
PMID21605981Line234|57 61|GATA1 
PMID23978506Line82|55 57|BCR 
PMID23978506Line82|59 62|ABL1 
PMID23978506Line82|69 72|JAK2 
PMID23896413Line65|11 15|CSF3R 
PMID19282830Line127|38 40|RHD 
PMID21339759Line18|48 51|IDH1 
PMID21339759Line18|60 63|IDH2 
PMID21339759Line18|72 75|NPM1 
PMID21339759Line18|112 115|EZH2 
PMID25006131Line180|99 103|STAG2 
PMID25006131Line180|214 218|STAG2 
PMID22898539Line119|16 19|TET2 
PMID23531518Line85|73 77|SRSF2 
PMID23531518Line85|80 84|SF3B1 
PMID23531518Line85|87 92|U2AF35 
PMID24986690Line65|9 12|CALR 
PMID21605981Line180|10 14|GATA2 
PMID10706759Line100|136 139|PTEN 
PMID10706759Line100|141 145|MMAC1 
PMID22898539Line239|26 29|BAP1 
PMID22898539Line239|48 52|ASXL1 
PMID22898539Line239|77 80|PRC1 
PMID23531518Line78|55 59|ASXL1 
PMID23531518Line78|63 67|SRSF2 
PMID23531518Line78|69 74|U2AF35 
PMID23531518Line78|78 82|SF3B1 
PMID23619563Line10|12 16|ASXL1 
PMID25465125Line109|11 14|EZH2 
PMID25465125Line109|129 132|EZH2 
PMID25006131Line127|100 104|STAG2 
PMID25006131Line127|106 110|RAD21 
PMID25006131Line127|112 115|SMC3 
PMID23223431Line65|43 47|EPHB6 
PMID23223431Line65|54 58|GATA2 
PMID23223431Line65|65 69|IMPG2 
PMID23223431Line65|77 81|NEK11 
PMID23223431Line65|90 92|TTN 
PMID23978506Line28|7 10|JAK2 
PMID23978506Line28|14 16|MPL 
PMID25465125Line56|0 5|DNMT3A 
PMID21605981Line86|62 66|Gata2 
PMID21605981Line86|108 112|Gata2 
PMID21605981Line303|23 27|GATA2 
PMID24335498Line74|32 35|EVI1 
PMID21605981Line88|152 156|GATA2 
PMID23531518Line118|3 7|ASXL1 
PMID23531518Line118|9 31|additional sex combs like 1 
PMID21714648Line15|110 113|TP53 
PMID21714648Line15|190 193|EZH2 
PMID21714648Line15|230 233|ETV6 
PMID21714648Line15|270 274|RUNX1 
PMID21714648Line15|314 318|ASXL1 
PMID25465125Line170|0 3|TP53 
PMID25006131Line118|34 37|SMC3 
PMID25006131Line118|39 43|STAG2 
PMID25006131Line118|48 52|RAD21 
PMID10706759Line72|84 87|PTEN 
PMID10706759Line72|89 93|MMAC1 
PMID25465125Line104|15 18|EZH2 
PMID21339759Line60|24 27|EZH2 
PMID23054646Line50|0 4|SRSF2 
PMID25465125Line36|7 10|TET2 
PMID22878824Line103|3 6|FLT3 
PMID22878824Line103|53 56|FLT3 
PMID23223431Line204|84 88|ELANE 
PMID24335498Line140|55 59|STAG1 
PMID24335498Line140|66 70|RAD21 
PMID22323480Line147|21 25|SF3B1 
PMID24986690Line5|37 40|JAK2 
PMID24986690Line5|42 45|CALR 
PMID24986690Line5|48 59|calreticulin 
PMID23223431Line118|51 55|GATA2 
PMID22898539Line105|25 30|DNMT3A 
PMID22898539Line105|90 95|Dnmt3a 
PMID22898539Line105|99 104|Dnmt3b 
PMID25006131Line182|91 95|STAG2 
PMID25006131Line182|152 156|STAG2 
PMID25006131Line182|437 441|STAG2 
PMID25006131Line182|443 447|RAD21 
PMID25006131Line182|449 453|SMC1A 
PMID25006131Line182|455 458|SMC3 
PMID25006131Line182|460 464|STAG1 
PMID25006131Line182|469 473|PDS5B 
PMID25006131Line182|499 503|STAG2 
PMID25006131Line182|555 559|RAD21 
PMID21339759Line48|82 85|EZH2 
PMID21339759Line48|107 110|EZH2 
PMID22375971Line27|207 249|signal transducer and activator of transcription 
PMID22375971Line27|251 254|STAT 
PMID22375971Line27|390 393|JAK2 
PMID22210327Line32|0 5|BCORL1 
PMID21605981Line326|51 55|GATA1 
PMID21605981Line326|59 63|GATA2 
PMID22898539Line234|7 10|EZH2 
PMID22898539Line234|36 40|ASXL1 
PMID22898539Line234|53 56|EZH2 
PMID22898539Line234|100 104|ASXL1 
PMID22898539Line234|120 124|ASXL1 
PMID22898539Line237|80 84|Asxl1 
PMID25465125Line220|23 27|SF3B1 
PMID25465125Line220|159 163|SF3B1 
PMID23054646Line43|0 4|SF3B1 
PMID22035746Line185|22 25|JAK2 
PMID22035746Line185|114 117|JAK2 
PMID22035746Line185|150 152|BCR 
PMID22035746Line185|154 157|ABL1 
PMID22898539Line78|44 49|DNMT3A 
PMID25465125Line182|0 3|JAK2 
PMID25465125Line182|31 33|BCR 
PMID22898539Line297|235 257|breakpoint cluster region 
PMID22898539Line297|259 261|BCR 
PMID22898539Line297|264 267|ABL1 
PMID22898539Line297|338 340|BCR 
PMID22898539Line297|342 345|ABL1 
PMID22898539Line297|457 459|BCR 
PMID22898539Line297|461 464|ABL1 
PMID22898539Line297|603 633|nucleoporin 98 (NUP98)-homeobox A9 
PMID22898539Line297|635 639|HOXA9 
PMID22898539Line297|682 698|musashi homologue 2 
PMID22898539Line297|700 703|MSI2 
PMID22898539Line297|870 873|TET2 
PMID22898539Line297|893 916|isocitrate dehydrogenase 1 
PMID22898539Line297|918 921|IDH1 
PMID22898539Line297|926 929|IDH2 
PMID22898539Line297|1090 1093|TET2 
PMID22898539Line297|1399 1402|TP53 
PMID22898539Line297|1404 1407|KRAS 
PMID22898539Line297|1409 1412|NRAS 
PMID22898539Line297|1414 1416|CBL 
PMID22898539Line297|1418 1429|Wilms tumour 1 
PMID22898539Line297|1431 1433|WT1 
PMID22898539Line297|1438 1469|runt-related transcription factor 1 
PMID22898539Line297|1471 1475|RUNX1 
PMID22898539Line165|93 96|TET2 
PMID22898539Line165|164 167|TET2 
PMID22898539Line165|171 174|IDH1 
PMID22898539Line165|177 180|IDH2 
PMID22323480Line13|0 4|SF3B1 
PMID22323480Line13|67 71|U2AF1 
PMID22323480Line13|75 79|SRSF2 
PMID23896413Line84|0 5|SETBP1 
PMID21605981Line285|71 75|GATA2 
PMID23223431Line27|56 60|GATA2 
PMID24986690Line163|442 445|CALR 
PMID24986690Line163|670 673|CALR 
PMID24986690Line163|869 872|CALR 
PMID24986690Line163|900 903|JAK2 
PMID22878824Line96|7 10|NPM1 
PMID22878824Line96|169 172|NPM1 
PMID21605981Line187|5 9|GATA2 
PMID23223431Line95|57 60|CD14 
PMID23223431Line95|72 75|CD19 
PMID23223431Line95|98 100|CD3 
PMID25465125Line137|67 70|ETV6 
PMID25465125Line137|72 74|TEL 
PMID20601954Line55|63 66|EZH2 
PMID22878824Line116|0 3|IDH1 
PMID22878824Line116|52 55|NPM1 
PMID23619563Line14|22 26|ASXL1 
PMID23619563Line14|28 31|EZH2 
PMID23619563Line14|33 37|SRSF2 
PMID22035746Line155|16 19|JAK2 
PMID22878824Line152|40 44|CEBPA 
PMID22878824Line152|92 95|FLT3 
PMID25465125Line213|0 4|SF3B1 
PMID21605981Line110|136 140|GATA1 
PMID19282830Line109|113 118|RUNX1b 
PMID22898539Line14|36 47|janus kinase 2 
PMID22898539Line14|49 52|JAK2 
PMID23619563Line86|43 46|IDH1 
PMID23223431Line64|163 167|EPHB6 
PMID23223431Line64|183 187|GATA2 
PMID23223431Line64|194 198|IMPG2 
PMID23223431Line64|206 210|KDM5C 
PMID23223431Line64|217 221|MAST4 
PMID23223431Line64|229 233|NEK11 
PMID23223431Line64|242 244|TTN 
PMID24335498Line82|42 46|STAG1 
PMID23978506Line183|35 38|JAK2 
PMID20601954Line57|30 33|EZH2 
PMID20601954Line57|77 87|NM_004456.3 
PMID22898539Line192|0 3|EZH2 
PMID25465125Line172|85 88|TP53 
PMID22898539Line125|49 53|DNMT1 
